Luther Strange
Ba Carmen Jeitler-Cincelli Mag.
Hans-Jörg Jenewein Ma
Ba Kaufmann Martina Mmsc
Andreas Kollross
Christian Kovacevic
Dr. Krisper Stephanie
Dr. Gudrun Kugler
Jörg Leichtfried Mag.
Lindner Mario
Marchetti Nico
Beate Mag. Meinl-Reisinger Mes
Karl Msc Nehammer
Mag. Nussbaum Verena
Ing. Mag. Reifenberger Volker
Sabine Schatz
Dr. Ma Nikolaus Scherak
Christoph Stark
Sandra Wassermann
Mag. Peter Weidinger
Alma Dr. Ll.M. Zadić
Christoph Zarits
Kropiwnicki Robert
Dworczyk Michał
Agnieszka Pomaska
Dobrzyński Leszek
Siemoniak Tomasz
Cezary Tomczyk
Błaszczak Mariusz
Michał Szczerba
Augustynowska Joanna
Joanna Lichocka
Nitras Sławomir
Elżbieta Rafalska
Gosiewska Małgorzata
Brejza Krzysztof
Lisiecki Paweł
Pięta Stanisław
Gowin Jarosław
Artur Gierada
Jacek Kosecki Roman
Piotr Zgorzelski
Czernow Zofia
Arent Iwona
Adam Andruszkiewicz
Kamiński Michał
Andrzej Halicki
Czarnecki Przemysław
Cymański Tadeusz
Abramowicz Adam
Joanna Mucha
Anita Czerwińska
Ewa Kopacz
Adamczyk Andrzej
Ajchler Zbigniew
Andzel Waldemar
Apel Piotr
Arłukowicz Bartosz
Arndt Paweł
Ast Marek
Augustyn Urszula
Aziewicz Tadeusz
Babiarz Piotr Łukasz
Babinetz Piotr
Bakun Wojciech
Bańkowski Paweł
Bartosik Ryszard
Baszko Kazimierz Mieczysław
Bejda Paweł
Bernacki Włodzimierz
Anna Białkowska
Biernat Zbigniew
Błeńska Magdalena
Borowczak Jerzy
Borowiak Joanna
Agata Borowiec
Brynkus Józef
Barbara Bubula
Buczak Wojciech
Buda Waldemar
Borys Budka
Bożenna Bukiewicz
Chmiel Małgorzata
Barbara Chrobak
Chruszcz Sylwester
Alicja Chybicka Chybickaalicja
Cichoń Janusz
Cieślak Michał
Cieśliński Piotr
Cimoszewicz Tomasz
Adam Cyrański
Czabański Krzysztof
Andrzej Czerwiński
Długi Grzegorz
Duda Elżbieta
Artur Dunin
Duszek Marcin
Dzikowski Waldy
Dziuba Tadeusz
Barbara Dziuk
Fabisiak Joanna
Ewa Filipiak
Frydrych Joanna
Furgo Grzegorz
Gadowski Krzysztof
Gajewska-Płochocka Kinga
Galla Ryszard
Elżbieta Gapińska
Gasiuk-Pihowicz Kamila
Gawlik Zdzisław
Gawłowski Stanisław
Andrzej Gawron
Gądek Lidia
Elżbieta Gelert
Giżyński Szymon
Gliński Piotr
Golbik Marta
Golińska Małgorzata
Gonciarz Jarosław
Cezary Grabarczyk
Grabiec Jan
Grabowski Paweł
Gryglas Zbigniew
Gwiazdowski Kazimierz
Bożena Henczyca
Hennig-Kloska Paulina
Hok Marek
Horała Marcin
Huskowski Stanisław
Jach Michał
Jachnik Jerzy
Jaki Patryk
Jakubiak Marek
Janczyk Wiesław
Grzegorz Janik
Janowska Małgorzata
Janyska Maria Małgorzata
Jaros Michał
Jarubas Krystian
Jaskóła Tomasz
Jędrysek Mariusz Orion
Bartosz Józwiak
Kaczmarczyk Norbert
Alicja Kaczorowska
Jarosław Kaczyński
Bożena Kamińska
Kamiński Mariusz
Karpiński Włodzimierz
Kasprzak Mieczysław
Beata Kempa
Kidawa-Błońska Małgorzata
Kierwiński Marcin
Jan Kilian
Izabela-Helena Kloc
Joanna Kluzik-Rostkowska
Eugeniusz Kłopotek
Kobyliński Paweł
Kochan Magdalena
Agnieszka Kołacz-Leszczyńska
Ewa Kołodziej
Konwiński Zbigniew
Joanna Kopcińska
Adam Korol
Kosiniak-Kamysz Władysław
Kostuś Tomasz
Andrzej Kosztowniak
Kazimierz Kotowski
Bartosz Kownacki
Jerzy Kozłowski
Jarosław Krajewski
Krajewski Wiesław
Krasulski Leonard
Król Piotr
Król Wojciech
Anna Krupka
Andrzej Kryj
Bernadeta Krynicka
Krząkała Marek
Dariusz Kubiak
Kuchciński Marek
Kukiz Paweł
Jakub Kulesza
Jacek Kurzępa
Anna Kwiecień
Lamczyk Stanisław
Józef Lassota
Latos Tomasz
Gabriela Lenartowicz
Lenz Tomasz
Izabela Leszczyna
Józef Leśniak
Ewa Lieder
Krzysztof Lipiec
Liroy-Marzec Piotr
Lubczyk Radosław
Katarzyna Lubnauer
Jan Łopata
Machałek Marzena
Andrzej Maciejewski
Antoni Macierewicz
Maliszewski Mirosław
Jerzy Małecki
Maciej Małecki
Arkadiusz Marchewka
Maciej Masłowski
Jerzy Materna
Beata Mateusiak-Pielucha
Grzegorz Matusiak
Beata Mazurek
Andrzej Melak
Jerzy Meysztowicz
Iwona Michałek
Krzysztof Michałkiewicz
Krzysztof Mieszkowski
Anna Milczanowska
Daniel Milewski
Misiło Piotr
Aldona Młyńczak
Kornel Morawiecki
Jan Mosiński
Arkadiusz Mularczyk
Killion Munyama
Murdzek Wojciech
Arkadiusz Myrcha
Neumann Sławomir
Dorota Niedziela
Małgorzata Niemczyk
Niesiołowski Stefan
Mirosława Nykiel
Norbert Obrycki
Marzena Okła-Drewnowicz
Olejniczak Waldemar
Olszewski Paweł
Marek Opioła
Katarzyna Osos
Krzysztof Ostrowski
Mirosław Pampuch
Papke Paweł
Błażej Parda
Pasławska Urszula
Krzysztof Paszyk
Jerzy Paul
Krystyna Pawłowicz
Petru Ryszard
Małgorzata Pępek
Jan Piechota Sławomir
Grzegorz Piechowiak
Danuta Pietraszewska
Dariusz Piontkowski
Kazimierz Plocke
Jerzy Polaczek
Piotr Polak
Jarosław Porwich
Jacek Protas
Jacek Protasiewicz
Grzegorz Puda
Paweł Pudłowski
Piotr Pyzik
Elżbieta Radziszewska
Grzegorz Raniewicz
Ireneusz Raś
Monika Rosa
Rusecka Urszula
Leszek Ruszczyk
Dorota Rutkowska
Marek Rząsa
Rzepecki Łukasz
Bogdan Rzońca
Rzymkowski Tomasz
Janusz Sanocki
Jacek Sasin
Marek Sawicki
Grzegorz Schetyna
Joanna Scheuring-Wielgus
Joanna Schmidt
Schreiber Łukasz
Anna Maria Siarkowska
Krystyna Sibińska
Krzysztof Sitarski
Skurkiewicz Wojciech
Paweł Skutecki
Andrzej Smirnow
Kazimierz Smoliński
Anna Elżbieta Sobecka
Artur Soboń
Bogusław Sonik
Marek Sowa
Lech Sprawka
Mirosława Stachowiak-Różecka
Dariusz Starzycki
Michał Stasiński
Jarosław Stawiarski
Elżbieta Stępień
Mirosław Suchoń
Marek Suski
Paweł Suski
Artur Szałabawka
Jolanta Szczypińska
Paweł Szefernaker
Jarosław Szlachetka
Adam Szłapka
Paweł Szramka
Krystyna Szumilas
Stanisław Szwed
Halina Szydełko
Beata Szydło
Bożena Szydłowska
Szymański Tomasz
Szymon Szynkowski Sęk Vel
Agnieszka Ścigaj
Iwona Śledzińska-Katarasińska
Janusz Śniadek
Jacek Świat
Marcin Święcicki
Dominik Tarczyński
Robert Telus
Ryszard Terlecki
Jacek Tomczak
Krzysztof Truskolaski
Rafał Trzaskowski
Sylwester Tułajew
Stanisław Tyszka
Robert Tyszkiewicz
Jarosław Urbaniak
Piotr Uściński
Teresa Wargocka
Małgorzata Wassermann
Maciej Wąsik
Rafał Weber
Monika Wielichowska
Jacek Wilk
Jerzy Wilk
Wilk Wojciech
Robert Winnicki
Mariusz Witczak
Elżbieta Witek
Tadeusz Woźniak
Marek Wójcik
Michał Wójcik
Kornelia Wróblewska
Krystyna Wróblewska
Bartłomiej Wróblewski
Małgorzata Wypych
Marek Zagórski
Anna Zalewska
Artur Zasada
Witold Zembaczyński
Elżbieta Zielińska
Jarosław Zieliński
Zbigniew Ziobro
Szymon Ziółkowski
Wojciech Zubowski
Małgorzata Zwiercan
Ireneusz Zyska
Jacek Żalek
Stanisław Żmijan
Marco Meloni
Andrea Rigoni
Civati Giuseppe
Rampi Roberto
Guglielmo Vaccaro
Bonaccorsi Lorenza
Raffaello Vignali
Bernini Paolo
Longo Piero
Amedeo Laboccetta
Carbone Ernesto
Nuti Riccardo
Davide Faraone
Cova Paolo
Bianchi Stella
Albanella Luisella
Di Fabrizio Stefano
Gianfranco Sammarco
Lombardi Roberta
Borghesi Stefano
Donati Marco
Crimi Rocco
Fabio Porta
Bindi Rosy
Gozi Sandro
Federico Gelli
Gandolfi Paolo
Alfano Gioacchino
Domenico Rossi
Bray Massimo
Basso Lorenzo
Michele Pelillo
Pino Pisicchio
Ludovico Vico
Bossi Umberto
Bini Caterina
Battaglia Demetrio
Dario Ginefra
Francesco Sanna
Capezzone Daniele
Alfano Angelino
Baruffi Davide
Francesco Romano Saverio
Caso Vincenzo
De Felice Massimo Rosa
Enzo Lattuca
Fioroni Giuseppe
Galati Giuseppe
Becattini Lorenzo
Francesco Laforgia
Filiberto Zaratti
Paolo Petrini
Alberti Ferdinando
Marzano Michela
Garavini Laura
Bechis Eleonora
De Girolamo Nunzia
Adriano Zaccagnini
Antonio Misiani
Bolognesi Paolo
D'Alia Gianpiero
Gaetana Greco Maria
Garofalo Vincenzo
Alessandro Bratti
Di Giulia Vita
Marietta Tidei
Andrea Martella
Antonio Merlo Ricardo
Filippo Fossati
Mario Tullo
Cimbro Eleonora
Aris Prodani
Fedi Marco
Matteo Richetti
Amendola Vincenzo
Tentori Veronica
Ermete Realacci
Gianluca Pini
Giancarlo Giordano
Pizzolante Sergio
Caparini Davide
Alfredo D'Attorre
Baretta Paolo Pier
Carra Marco
Mino Taricco
Caterina Pes
Bonifazi Francesco
Edoardo Fanucci
Famiglietti Luigi
Enrico Letta
Bossa Luisa
Nicola Stumpo
Claudia Mannino
Corsaro Enrico Massimo
Agostinelli Donatella
Ignazio La Russa
Daniele Montroni
Flavia Malpezzi Simona
Baldassarre Marco
Leonori Marta
Cesare Damiano
Marina Sereni
Marco Miccoli
Argentin Ileana
Folino Vincenzo
Costa Enrico
Antonino Bosco
Giuseppe Guerini
Piso Vincenzo
Giuseppe Guido Peluffo Vinicio
Carrozza Chiara Maria
Mariani Raffaella
Bianconi Maurizio
Buttiglione Rocco
Bobba Luigi
Carmelo Lo Monte
Eugenia Roccella
Cominelli Miriam
Bargero Cristina
Castiglione Giuseppe
Andrea Gibelli
Aiello Ferdinando
Gero Grassi
Alessio Tacconi
Artini Massimo
Chaouki Khalid
Dario Parrini
Colomba Mongiello
Gnecchi Marialuisa
Bragantini Paola
Cardinale Daniela
Carella Renzo
Marroni Umberto
Rubinato Simonetta
Silvia Velo
Davide Zoggia
Daniela Sbrollini
Mantero Matteo
Ghizzoni Manuela
Berretta Giuseppe
Impegno Leonardo
Sandra Zampa
Alessandro Battista Di
Busto Mirko
Piccione Teresa
Luca Sani
Francesco Ribaudo
Emanuele Lodolini
Giulia Narduolo
Donata Lenzi
Culotta Magda
Maestri Patrizia
Elisa Simoni
Giampiero Giulietti
Crivellari Diego
Ciccio Detto Ferrara Francesco
Daniela Gasparini Maria Matilde
Grazia Maria Rocchi
Fabbri Marilena
Davide Mattiello
Arlotti Tiziano
Dallai Luigi
Beni Paolo
Bianchi Dorina
Fabrizia Giuliani
Giovanna Martelli
Capone Salvatore
Ernesto Magorno
Galli Giampaolo
Giuseppe Lauricella
Covello Stefania
Assunta Tartaglione
Donatella Ferranti
Carlo Galli
Danilo Leva
Alessandro Mazzoli
Burtone Giovanni Mario Salvino
Iori Vanna
Ernesto Preziosi
Edoardo Patriarca
Bernini Massimiliano
Anna Giacobbe
Casati Ezio Primo
Liliana Ventricelli
Valente Valeria
Biondelli Franca
Cuperlo Giovanni
Abrignani Ignazio
Adornato Ferdinando
Airaudo Giorgio
Albini Tea
Alfreider Daniel
Allasia Stefano
Alli Paolo
Amoddio Sofia
Auci Ernesto
Barbanti Sebastiano
Basilio Tatiana
Bellanova Teresa
Bergonzi Marco
Bernardo Maurizio
Bianchi Nicola
Biasotti Sandro
Binetti Paola
Blazina Tamara
Boccadutri Sergio
Boldrini Paola
Bordo Franco
Beatrice Brignone
Brugnerotto Marco
Bueno Renata
Busin Filippo
Camani Vanessa
Cani Emanuele
Capelli Roberto
Capozzolo Sabrina
Capua Ilaria
Cariello Francesco
Anna Carloni Maria
Carocci Mara
Caruso Mario
Casellato Floriana
Antonio Castricone
Catalano Ivan
Catania Mario
Andrea Causin
Bruno Censore
Centemero Elena
Angelo Cera
Antimo Cesaro
Chimienti Silvia
Cicchitto Fabrizio
Cimmino Luciano
Ciraci' Nicola
Coccia Laura
Colonnese Vega
Coppola Paolo
Cozzolino Emanuele
Crimi' Filippo
Curro' Tommaso
Angelo Antonio D'Agostino
D'Alessandro Luca
Dambruoso Stefano
D'Arienzo Vincenzo
Dellai Lorenzo
Carlo Dell'Aringa
Della Ivan Valle
Dell'Orco Michele
Benedetto Chiara Di
Di Gioia Lello
Di Lello Marco
Di Salvo Titti
Antonio Distaso
Di Marco Stefano
D'Ottavio Umberto
Faenzi Monica
Falcone Giovanni
Fauttilli Federico
Claudio Fava
Alan Ferrari
Fontanelli Paolo
Fusilli Gianluca
Adriana Galgano
Gallo Riccardo
Gabriella Giammanco
Gian Gigli Luigi
Ginoble Tommaso
Giordano Silvia
Gitti Gregorio
Gregori Monica
Guerra Mauro
Gutgeld Itzhak Yoram
Cristian Iannuzzi
Lacquaniti Luigi
Cosimo Latronico
Fabio Lavagno
Elda Locatelli Pia
Loredana Lupo
Andrea Maestri
Maietta Pasquale
Andrea Manciulli
Manfredi Massimiliano
Irene Manzi
Daniele Marantelli
Marazziti Mario
Giulio Marcon
Elisa Mariano
Marco Martinelli
Marti Roberto
Matarrelli Toni
Matarrese Salvatore
Andrea Celso Di Mazziotti
Gianni Melilla
Domenico Menorello
Meta Michele Pompeo
Emiliano Minnucci
Anna Margherita Miotto
Dore Misuraca
Bruno Molea
Giovanni Monchiero
Antonino Moscatt
Mara Mucci
Bruno Murgia
Marisa Nicchi
Michele Nicoletti
Oliaro Roberta
Mauro Ottobre
Giovanni Paglia
Palese Rocco
Giovanni Palladino
Elio Massimo Palmizio
Annalisa Pannarale
Massimo Parisi
Paris Valentina
Oreste Pastorelli
Pellegrino Serena
Daniele Pesco
Cosimo Petraroli
Filippo Piccone
Gaetano Piepoli
Mauro Pili
Nazzareno Pilozzi
Michele Piras
Girolamo Pisano
Francesco Prina
Quaranta Stefano
Giuseppe Quintarelli Stefano
Mariano Rabino
Lara Ricciatti
Giuseppe Romanini
Anna Rossomando
Angelo Rughetti
Giovanni Sanga
Giovanna Sanna
Milena Santerini
Gian Piero Scanu
Gea Schiro'
Rosanna Scopelliti
Arturo Scotto
Chiara Scuvera
Samuele Segoni
Angelo Senaldi
Camilla Sgambato
Francesco Paolo Sisto
Cesare Giulio Sottanelli
Alessandra Terrosi
Irene Tinagli
Danilo Toninelli
Achille Totaro
Tancredi Turco
Simone Valiante
Pierpaolo Vargiu
Paolo Vella
Laura Venittelli
Maria Valentina Vezzali
Enrico Zanetti
Giorgio Zanin
Allred Colin
Armstrong Kelly
Axne Cynthia
Baird James
Balderson Troy
Anthony Brindisi
Burchett Tim
Case Ed
Casten Sean
Cisneros Gilbert Jr. Ray
Ben Cline
Cloud Michael
Cox Tj
Angie Craig
Crenshaw Dan
Crow Jason
Cunningham Joe
Curtis John R.
Davids Sharice
Dean Madeleine
Antonio Delgado
Escobar Veronica
Abby Finkenauer
Fletcher Lizzie
Fulcher Russ
"""Chuy"" G. Garcia Jesús"
Garcia Sylvia
Gianforte Greg
Golden Jared
Gomez Jimmy
Anthony Gonzalez
Gooden Lance
Green Mark
Guest Michael
Debra Haaland
Hagedorn Jim
Harder Josh
Hayes Jahana
Hern Kevin
Hill Katie
Horn Kendra
Horsford Steven
Chrissy Houlahan
Hoyer Steny
Dusty Johnson
"""Hank"" C. Henry Johnson Jr."
John Joyce
Andy Kim
Ann Kirkpatrick
Conor Lamb
Lee Susie
Debbie Lesko
Andy Levin
Levin Mike
Elaine Luria
Malinowski Tom
Ben Mcadams
Lucy Mcbath
Daniel Meuser
Carol Miller
Joseph Morelle
Debbie Mucarsel-Powell
Joe Neguse
Norman Ralph
Alexandria Ocasio-Cortez
Ilhan Omar
Chris Pappas
Greg Pence
Dean Phillips
Katie Porter
Ayanna Pressley
Guy Reschenthaler
Denver Riggleman
John Rose W.
Max Rose
Harley Rouda
Chip Roy
Gay Mary Scanlon
Bradley Schneider
Kim Schrier
Donna E. Shalala
Mikie Sherrill
Elissa Slotkin
Abigail Spanberger
Ross Spano
Greg Stanton
Pete Stauber
Bryan Steil
Gregory Steube W.
Haley Stevens
Taylor Van
Glenn Thompson
Timmons William
Rashida Tlaib
Small Torres Xochitl
Lori Trahan
David Trone
Lauren Underwood
Drew Jefferson Van
Michael Waltz
Steven Watkins
Jennifer Wexton
Susan Wild
Braun Mike
Hawley Josh
Cindy Hyde-Smith
Doug Jones
Mitt Romney
Rick Scott
Smith Tina
Aittakumpu Pekka
Al-Taee Hussein
Antikainen Sanna
Asell Marko
Autto Heikki
Bergqvist Sandra
Elo Tiina
Elomaa Ritva
Bella Forsgrén
Atte Harjanne
Heikkinen Janne
Eveliina Heinäluoma
Hanna Holopainen
Holopainen Mari
Honkasalo Veronika
Hopsu Inka
Hanna Huttunen
Hyrkkö Saara
Anna-Kaisa Ikonen
Junnila Vilhelm
Juuso Kaisa
Eeva Kalli
Kauma Pia
Kaunisto Ville
Juho Kautto
Hilkka Kemppi
Keto-Huovinen Pihla
Kiljunen Kimmo
Kilpi Marko
Kinnunen Mikko
Kivelä Mai
Kivisaari Pasi
Koponen Noora
Johannes Koskinen
Koulumies Terhi
Johan Kvarnström
Joonas Könttä
Kristian Laakso Sheikki
Laiho Mia
Aki Lindén
Lohikoski Pia
Malm Niina
Marttinen Matias
Hanna-Leena Mattila
Juha Mäenpää
Mäkinen Riitta
Jukka Mäkynen
Niemi Veijo
Anders Norrback
Maria Ohisalo
Mikko Ollikainen
Jouni Ovaska
Packalén Tom
Mauri Peltokangas
Piirainen Raimo
Jenni Pitko
Puisto Sakari
Purra Riikka
Lulu Ranne
Mari Rantanen
Piritta Rantanen
Rehn-Kivi Veronica
Minna Reijonen
Janne Sankelo
Jussi Saramo
Jenna Simula
Ruut Sjöblom
Riikka Slunga-Poutsalo
Mirka Soinikoski
Iiris Suomela
Erkki Tuomioja
Ano Turtiainen
Sebastian Tynkkynen
Vallin Veikko
Paula Werning
Jussi Wihonen
Heidi Viljanen
Sofia Virta
Tuula Väätäinen
Alex Vanopslagh
Anders Kronborg
Anne Paulin
Anne Callesen Sophie
Anne Berthelsen Valentina
Astrid Carøe
Bergman Birgitte
Birgitte Vind
Bjørn Brandenborg
Camilla Fabricius
Carl Valentin
Carsten Kissmeyer
Aagaard Christoffer Melson
Fatma Øktem
Halime Oguz
Christian Hans Schmidt
Bank Heidi
Henrik Møller
Bruus Jeppe
Joy Mogensen
Dehnhardt Karina Lorentzen
Kasper Kjær Sand
Ammitzbøll Katarina
Katrine Robsøe
Kim Valentin
Frandsen Klaus
Hegaard Kristian
Boje Lars Mathiesen
Fuglede Mads
Mai Villadsen
Bjerre Marie
Geertsen Martin
Mette Thiesen
Juul Mona
Dahlin Morten
Flemming Hansen Niels
Hvelplund Peder
Pernille Vermund
Christensen Peter Seier
Kjærsgaard Pia
Helveg Petersen Rasmus
Rasmus Stoklund
Lund Rosa
Nawa Samira
Munk Signe
Siddique Sikandar
Knuth Stén
Lindgreen Stinus
Susanne Zimmer
Ahlers Tommy
Tørnæs Ulla
Velasquez Victoria
Amanda Stoker
Barry O'Sullivan
Brian Burston
Cameron Doug
Duncan Spender
Ian Macdonald
James Mcgrath
Ao Dsc Jim Molan
Duniam Jonathon
Keneally Kristina
Larissa Waters
Faruqi Mehreen
Ciccone Raff
Colbeck Richard
Storer Tim
Abir Al-Sahlani
Adam Bielan
Adam Jarubas
Adriana López Maldonado
Agnès Evren
Aileen Mcleod
Alessandra Basso
Alessandra Moretti
Alessandro Panza
Agius Alex Saliba
Alexandr Vondra
Alexandra Geese
Alexandra Lesley Phillips
Alexandra Louise Phillips Rosenfield
Alexis Georgoulis
Alicia Ginel Homs
André Rougé
Andrea Bocskor
Andrea Caroppo
Andreas Glück
Andrew England Kerr
Ameriks Andris
Andrius Kubilius
Andrus Ansip
Anna Cavazzini
Anna Deparnay-Grunenberg
Anna Fotyga
Anna Donáth Júlia
Annalisa Tardino
Anne-Sophie Pelletier
Annunziata Mary Rees-Mogg
Antonio Maria Rinaldi
Antony Hook
Arba Kokalari
Asger Christensen
Ademov Asim
Assita Kanko
Ara-Kovács Attila
Aurelia Beigneux
Aurore Lalucq
Aušra Maldeikienė
Ann Barbara Gibson
Barbara Thaler
Baroness Mobarik Nosheena
Belinda De Lucy
Ben Habib
Benoît Biteau
Bernard Guetta
Bert-Jan Ruissen
Bettina Vollath
Bill Dunn Newton
Brian Monteith
Bronis Ropė
Calenda Carlo
Avram Carmen
Caroline Nagtegaal
Caroline Roose
Caroline Voaden
Catherine Chabaud
Catherine Griset
Catherine Rowett
Charlie Weimers
Chiara Gemma
Chris Davies
Allard Christian
Christian Doleschal
Christina Jordan Sheila
Christine Schneider
Christophe Grudler
Christophe Hansen
Chrysoula Zacharopoulou
Ciarán Cuffe
Cindy Franssen
Claire Fox
Armand Clotilde
Corina Crețu
Costas Mavrides
Cristian Ghinea
Almagro Cristina De Maestre Martín
Cioloș Dacian
Boeselager Damian
Carême Damien
Dan-Ştefan Motreanu
Daniel Freund
Daniela Rondinelli
Bull David
Cormand David
David Lega
Burkhardt Delara
Dennis Radtke
Derk Eppink Jan
Diana Giner I Riba
Dhamija Dinesh
Dino Giarrusso
Devesa Domènec Ruiz
Dragoş Pîslaru
Dragoş Tudorache
Edina Tóth
Elena Lizzi
Elisabetta Gualmini
Chowns Ellie
Engin Eroglu
Bergkvist Erik
Erik Marquardt
Dura Estrella Ferrandis
Eugen Jurzyca
Eugen Tomac
Eugenia Palop Rodríguez
Evin Incir
Fabienne Keller
France Jamet
Donato Francesca
Francisco Guerreiro
Franco Roberti
Alfonsi François
Bellamy François-Xavier
Bourgeois Geert
Geoffrey Orden Van
Didier Geoffroy
Da Gianantonio Re
Gancia Gianna
Boyer Gilles
Dowding Gina
Giuliano Pisapia
Ferrandino Giuseppe
Grace O'Sullivan
Grzegorz Tobiszowski
Guido Reil
Delbos-Corfield Gwendoline
Hannah Neumann
Hannes Heide
Hélène Laporte
Henrik Nielsen Overgaard
Hahn Henrike
Hermann Tertsch
Herve Juvin
Bentele Hildegard
Blanco Del Garcia Ibán
Idoia Ruiz Villanueva
Irena Joveva
Irène Tolleret
Irina Von Wiese
Benjumea Benjumea Isabel
Isabel Santos
Isabel Wiseler-Lima
Isabella Tovaglieri
Ivars Ījabs
Hristov Ivo
Jaak Madison
Jackie Jones
Jake Pugh
James Wells
Jan-Christoph Oetjen
Brophy Jane
Janina Ochojska
Duda Jarosław
Javier Zarzalejos
Garraud Jean-Paul
Decerle Jérémy
Jérôme Rivière
Jessica Stegrud
Joachim Kuhs
Joachim Schuster
Brudziński Joachim Stanisław
Danielsson Johan
Johan Overtveldt Van
David Edward John Tennant
Howarth John
John Longworth
Bullock Jonathan
Bardella Jordan
Cañas Jordi
Jörg Meuthen
Buxadé Jorge Villalba
Gusmão José
García-Margallo José Manuel Marfil Y
Bauzá Díaz José Ramón
Cutajar Josianne
Bunting Judith
Julie Lechanteux
Alison June Mummery
Juozas Olekas
Jutta Paulus
Karen Melchior
Karin Karlsbro
Karlo Ressler
Karol Karski
Edtstadler Karoline
Cseh Katalin
Katrin Langensiepen
Kim Sparrentak Van
Kira Marie Peter-Hansen
Grošelj Klemen
Arvanitis Konstantinos
Kris Peeters
Jurgiel Krzysztof
Forman Lance
Lara Wolters
Berg Lars Patrick
László Trócsányi
Farreng Laurence
Chaibi Leila
Gil Leopoldo López
Leszek Miller
Lídia Pereira
Liesje Schreinemacher
Galvez Lina Muñoz
Járóka Lívia
Loránt Vincze
Fourlas Loucas
Louis Stedman-Bryce
Lucia Nicholsonová Ďuriš
Lucia Vuolo
Elizabeth Harris Lucy
Lucy Nethsingha
Garicano Luis
Luisa Porritt
Luisa Regimenti
Lukas Mandl
Kohut Łukasz
Adamowicz Magdalena
Magid Magid
Aubry Manon
Manu Pineda
Bompard Manuel
Manuel Pizarro
Botenga Marc
Kolaja Marcel
Campomenosi Marco
Dreosto Marco
Belka Marek
Balt Marek Paweł
Margarida Marques
Carvalho Da Graça Maria
Leitão Manuel Maria Marques
Maria Noichl
Maria Walsh
Marianne Vind
Marie Toussaint
Marie-Pierre Vedrenne
Kaljurand Marina
Furore Mario
Marion Walsmann
Gregorová Markéta
Buchheit Markus
Buschmann Martin
Daubney Edward Martin
Hojsík Martin
Horwood Martin
Martin Schirdewan
Gyöngyösi Márton
Massimiliano Smeriglio
Adinolfi Matteo
Matthew Patten
Krah Maximilian
Kumpula-Natri Miapetra
Bloss Michael
Heaver Michael
Mihai Tudose
Mikuláš Peksa
Brglez Milan
Hava Mircea-Gheorghe
Chahim Mohammed
Monica Semedo
González Mónica Silvana
Beňová Monika
Körner Moritz
Mounir Satouri
Long Naomi
Colin-Oesterlé Nathalie
Loiseau Nathalie
Nico Semsrott
Nicolae Ştefănuță
Casares Gonzalez Nicolás
Nicolas Schmit
Fest Nicolaus
Fuglsang Niels
Nienass Niklas
Nils Ušakovs
Kizilyürek Niyazi
Lancini Oscar
Demirel Özlem
Borchia Paolo
Holmgren Pär
Canfin Pascal
Breyer Patrick
Paulo Rangel
Marques Pedro
Arza Barrena Pernando
Pernille Weiss
Peter Pollák
De Petra Sutter
Kokkalis Vasileios
Bennion Phil
Majorino Pierfrancesco
Karleskind Pierre
Larrouturou Pierre
Bartolo Pietro
Fiocchi Pietro
Fred Matić Predrag
Professor Trillet-Lenoir Véronique
Kanev Radan
Radosław Sikorski
Raffaele Stancanelli
Ramona Strugariu
Glucksmann Raphaël
Juknevičienė Rasa
Andresen Rasmus
Richard Tice
Rob Rooken
Biedroń Robert
Hajšel Robert
Robert Roos
Robert Rowland
Franz Romeo
Palmer Rory
Estaràs Ferragut Rosa
Plumb Rovana
Lowe Rupert
Pignedoli Sabrina
Salima Yenbou
Rafaela Samira
Rónai Sándor
Cerdas Sara
Sara Skyttedal
Bricmont Saskia
Ainslie Scott
Lagodinsky Sergey
Mohammed Shaffaq
Ritchie Sheila
Sardone Silvia
Berlusconi Silvio
Baldassarre Simona
Rego Sira
Berger Stefan
Stefania Zambelli
Kympouropoulos Stelios
Bijoux Stéphane
Stéphane Séjourné
Stéphanie Yon-Courtin
Pérez Solís Susana
Ceccardi Susanna
Mikser Sven
Simon Sven
Hahn Svenja
Brunet Sylvie
Spurek Sylwia
Mariani Thierry
Metz Tilly
Strik Tineke
Berendsen Tom
Tom Vandendriessche
Frankowski Tomasz
Sokol Tomislav
Grant Valentino
Hayer Valerie
Flego Valter
Meimarakis Vangelis
Tax Vera
Veronika Vrecionová
Cramon-Taubadel Viola Von
Joron Virginie
Bilčík Vladimír
Jan Waszczykowski Witold
Zovko Željana
Achtsioglou Eftychia
- Aikaterini Alexopoulou Anastasia
Alexopoulou Christina
Amanatidis Georgios
- Arsenis Ilias Kriton
- Asimakopoulou Chaido Sofia
(Nasos) Athanasios Athanasiou
Athanasiou Charalampos
(Dora) Avgeri Theodora
- Avgerinopoulou Dionysia Theodora
- Alexandros Avlonitis Christos
Bakadima Foteini
(Fontas) Baraliakos Xenofon
Barkas Konstantinos
Biagkis Dimitrios
(Stella) Biziou Stergiani
Bougas Ioannis
Athanasios Bouras
Bournous Ioannis
- Boutsikakis Christoforos Emmanouil
Charakopoulos Maximos
(Alexis) Alexandros Charitsis
(Kostis) Chatzidakis Konstantinos
(Tasos) Anastasios Chatzivasileiou
(Themis) Cheimaras Themistoklis
